 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.144,66.235,57.892,73.901,50.683,65.592,-15.732,3.230
2,0.111,78.993,67.333,101.418,50.836,65.702,-106.220,2.508
3,0.148,94.091,51.998,150.827,29.118,76.079,-46.606,3.314
4,0.123,86.110,75.821,116.333,29.206,75.992,45.644,2.756
5,0.163,62.346,38.667,85.303,31.132,78.947,-51.766,3.679
6,0.111,63.714,25.757,83.182,31.154,78.947,31.477,2.516
7,0.171,60.910,26.201,75.337,31.942,81.881,-14.511,3.845
8,0.113,70.404,37.667,101.333,31.986,81.903,-107.176,2.521
9,0.151,67.487,31.699,101.272,32.840,76.452,76.675,3.420
10,0.107,67.550,43.000,82.000,32.862,76.473,-13.782,2.389
11,0.153,70.214,36.997,106.617,34.329,79.013,-115.589,3.447
12,0.119,73.292,45.458,111.700,34.241,79.166,-27.408,2.663
13,0.169,63.685,46.155,80.182,36.540,80.721,35.690,3.828
14,0.113,62.013,46.414,102.667,36.409,80.655,-55.491,2.551
15,0.165,77.965,33.333,95.746,36.431,76.452,16.314,3.741
16,0.094,84.136,58.333,96.271,36.452,76.670,-71.940,2.119
17,0.113,61.109,46.667,76.000,34.986,74.218,74.055,2.550
18,0.146,58.883,44.571,85.667,34.898,74.240,-21.092,3.285
19,0.157,74.541,45.957,102.558,37.503,73.605,-65.966,3.548
20,0.109,82.600,51.333,104.667,37.657,73.518,27.474,2.468
21,0.148,101.756,48.667,120.000,51.603,79.736,-41.257,3.320
22,0.107,108.561,102.000,117.960,51.625,79.779,49.399,2.422
23,0.159,49.182,26.138,75.000,54.799,80.370,-16.232,3.603
24,0.113,59.130,46.040,95.363,54.996,80.480,-110.323,2.521
25,0.121,83.976,61.017,108.900,52.632,82.560,36.501,2.724
26,0.111,86.295,78.563,132.333,52.610,82.538,-54.345,2.479
27,0.157,69.061,45.667,128.424,49.961,85.209,41.987,3.535
28,0.125,78.198,32.333,119.667,49.742,85.034,-43.727,2.787
29,0.167,83.416,60.380,113.381,51.800,86.873,52.595,3.748
30,0.115,77.325,25.333,132.000,51.712,86.917,-42.274,2.604
31,0.132,75.137,68.667,96.000,56.397,95.192,-84.958,2.989
32,0.113,80.481,65.345,152.908,56.397,95.280,1.975,2.541
33,0.136,79.150,62.000,98.667,41.378,97.601,55.408,3.085
34,0.119,77.052,39.440,111.000,41.335,97.622,-34.992,2.672
35,0.119,66.256,38.333,173.333,43.393,99.396,141.633,2.681
36,0.098,73.349,64.053,93.667,43.261,99.396,53.130,2.189
37,0.174,53.309,44.000,72.333,28.746,105.285,-28.560,3.938
38,0.100,56.402,43.957,102.333,28.724,105.416,56.929,2.247
