 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.206,110.411,78.934,172.333,119.203,80.084,-31.357,3.901
2,0.119,106.267,89.424,135.367,119.385,79.980,54.462,2.239
3,0.190,87.057,66.047,97.899,118.083,87.892,-70.514,3.589
4,0.125,94.030,54.027,139.000,118.005,88.127,20.854,2.340
5,0.192,90.759,43.667,150.359,120.738,86.929,8.246,3.629
6,0.119,101.654,74.031,141.171,120.712,87.164,-82.057,2.260
7,0.182,93.940,51.290,158.333,122.924,88.647,76.809,3.422
8,0.127,107.545,82.057,164.266,122.820,88.777,-19.231,2.371
9,0.163,112.281,82.960,161.333,116.262,96.299,-5.807,3.087
10,0.119,127.680,112.016,173.240,115.949,96.273,83.367,2.253
