 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.192,116.632,81.387,171.929,22.615,98.206,21.523,3.814
2,0.127,126.473,114.548,171.005,22.540,98.206,-61.390,2.505
3,0.192,86.525,67.754,148.195,29.637,90.834,17.716,3.778
4,0.122,86.163,60.951,117.688,29.537,90.709,-65.556,2.416
5,0.190,77.173,54.667,130.722,31.261,92.633,26.222,3.733
6,0.120,72.668,45.000,129.964,31.211,92.608,-57.995,2.357
7,0.192,75.396,46.732,126.333,31.486,95.582,79.426,3.813
8,0.132,86.988,72.493,113.333,31.511,95.507,-13.241,2.618
9,0.192,92.000,67.000,124.093,47.154,93.458,-78.541,3.774
10,0.117,91.962,61.646,140.667,47.054,93.558,12.529,2.304
11,0.195,99.640,54.902,120.048,49.578,93.508,-79.563,3.862
12,0.132,108.506,92.580,136.333,49.603,93.683,19.134,2.592
13,0.200,91.718,54.009,135.661,34.984,102.329,-76.842,3.952
14,0.140,97.284,50.024,140.333,34.984,102.579,11.514,2.754
15,0.167,96.752,78.667,120.990,37.733,102.254,-83.089,3.323
16,0.130,97.495,72.960,113.333,37.583,102.454,9.090,2.531
17,0.167,102.573,74.384,125.118,36.459,107.477,-106.783,3.289
18,0.135,109.650,97.667,161.000,36.359,107.552,-22.203,2.645
19,0.170,99.664,66.262,133.797,45.729,105.827,-110.854,3.369
20,0.122,103.059,84.644,130.333,45.679,105.752,-24.444,2.416
