 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.162,71.775,57.676,84.751,35.426,85.913,49.970,3.235
2,0.128,76.800,62.972,96.818,35.549,85.913,-36.193,2.517
3,0.169,77.585,36.091,119.098,37.680,88.712,-32.989,3.367
4,0.133,80.429,53.013,148.000,37.556,88.489,52.696,2.616
5,0.174,78.113,59.380,93.527,35.450,90.124,-58.339,3.493
6,0.140,87.759,61.000,146.000,35.426,90.298,38.501,2.786
7,0.155,85.283,53.765,107.671,41.544,86.607,70.096,3.056
8,0.120,91.654,51.721,125.867,41.396,86.706,-27.096,2.393
9,0.155,71.928,47.000,118.667,43.997,87.176,-15.819,3.090
10,0.128,79.259,66.444,99.696,44.047,87.152,-110.556,2.540
11,0.140,69.333,35.405,82.000,42.560,88.787,92.045,2.776
12,0.130,79.402,59.397,96.667,42.610,88.911,-5.492,2.588
13,0.164,60.931,40.629,77.576,41.619,91.314,14.036,3.269
14,0.118,64.108,54.413,81.494,41.569,91.363,-77.735,2.332
15,0.172,115.643,82.333,188.863,42.263,94.014,62.319,3.413
16,0.147,117.696,78.667,153.667,42.362,94.088,-32.619,2.941
17,0.164,99.011,60.585,131.449,39.563,94.683,-65.772,3.260
18,0.115,104.364,83.333,122.134,39.711,95.005,27.121,2.282
19,0.155,106.665,77.333,115.355,50.488,89.134,-3.691,3.078
20,0.133,115.492,109.447,133.667,50.512,89.307,-93.240,2.630
21,0.177,114.234,84.388,149.555,57.622,85.963,-73.610,3.512
22,0.140,116.343,107.566,145.000,57.597,85.913,23.334,2.752
23,0.179,97.609,66.977,105.790,26.259,106.722,-43.877,3.574
24,0.133,106.497,97.634,116.000,26.185,106.722,51.843,2.646
25,0.147,74.566,56.667,87.356,29.975,110.959,-31.799,2.915
26,0.101,81.838,77.907,95.667,30.099,110.983,-121.701,1.980
27,0.169,94.938,73.667,109.377,34.063,113.287,10.981,3.382
28,0.133,104.581,93.165,141.539,34.063,113.312,-78.056,2.633
29,0.164,82.235,58.066,160.667,36.615,115.195,154.983,3.281
30,0.140,85.546,64.825,122.667,36.714,115.071,64.799,2.793
31,0.160,102.011,63.723,113.521,44.468,117.177,10.784,3.178
32,0.123,114.602,109.192,135.667,44.369,117.177,-77.093,2.440
