 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.210,64.808,48.602,150.333,118.545,73.912,-12.043,3.978
2,0.145,76.669,51.051,143.373,118.286,74.016,78.056,2.757
3,0.172,81.048,36.878,153.000,120.412,71.786,28.610,3.250
4,0.135,87.174,72.883,157.224,120.594,71.864,-52.431,2.552
5,0.218,75.840,58.107,123.577,124.899,85.998,25.278,4.130
6,0.110,77.095,59.193,133.167,124.666,86.102,-64.722,2.065
7,0.202,81.891,38.718,127.000,124.769,88.669,31.759,3.843
8,0.135,83.966,57.792,161.667,124.925,88.539,-47.490,2.533
9,0.183,92.250,81.094,111.333,131.875,85.427,-45.603,3.484
10,0.124,98.957,80.000,150.063,131.720,85.531,38.660,2.325
11,0.194,102.284,84.220,152.137,134.209,82.912,46.146,3.668
12,0.151,103.413,92.776,136.333,134.080,83.093,-40.601,2.869
13,0.175,105.713,83.333,164.477,116.704,90.407,36.158,3.341
14,0.140,104.338,73.992,167.667,116.756,90.433,-53.807,2.635
15,0.183,94.182,48.834,169.128,125.962,98.498,-54.162,3.455
16,0.126,87.849,54.912,116.333,126.066,98.602,37.117,2.407
17,0.161,72.627,46.949,108.339,128.271,97.072,-88.059,3.062
18,0.129,78.509,46.993,171.667,128.296,97.124,1.219,2.438
