 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.143,70.410,60.802,104.333,29.792,79.889,-24.829,3.227
2,0.117,69.375,48.123,99.667,29.923,79.933,58.707,2.609
3,0.149,57.679,31.449,82.309,30.141,76.895,66.114,3.347
4,0.107,64.369,41.448,107.000,29.814,76.807,-23.749,2.388
5,0.170,72.502,50.266,107.970,32.415,77.725,42.709,3.867
6,0.136,75.845,50.510,125.667,32.480,77.791,-44.421,3.060
7,0.138,55.070,39.596,63.333,34.316,70.731,101.310,3.121
8,0.105,57.462,49.578,78.000,34.491,70.796,16.091,2.366
9,0.130,82.982,51.641,136.034,35.628,73.463,-76.171,2.926
10,0.097,86.174,77.676,120.947,35.715,73.507,32.735,2.183
11,0.151,65.639,43.282,107.667,37.420,71.212,22.620,3.410
12,0.122,77.473,47.667,127.667,37.682,71.452,-75.303,2.757
13,0.147,90.190,74.623,111.333,53.638,65.769,44.465,3.308
14,0.115,94.927,79.559,143.333,53.573,65.747,-42.930,2.567
15,0.132,85.158,55.784,116.333,50.622,76.326,-83.290,2.993
16,0.097,82.248,64.333,101.667,50.578,76.501,0.000,2.186
17,0.153,96.110,82.978,104.352,53.310,76.654,-103.861,3.467
18,0.128,97.431,69.098,161.333,53.048,76.654,-16.783,2.877
19,0.164,78.636,45.737,94.434,44.239,81.681,-7.461,3.703
20,0.113,85.521,59.667,102.244,44.371,81.550,-101.889,2.546
21,0.151,86.794,65.170,101.940,43.693,84.173,-20.298,3.402
22,0.120,98.125,70.667,123.852,43.627,84.239,60.945,2.700
23,0.161,71.503,57.633,150.667,56.698,85.419,-62.819,3.636
24,0.124,72.041,60.141,112.333,56.655,85.397,28.968,2.798
25,0.149,93.302,54.143,137.667,54.316,86.424,-46.577,3.371
26,0.109,94.984,74.184,125.667,54.163,86.490,50.064,2.452
27,0.134,70.339,50.130,115.333,51.431,89.681,0.830,3.017
28,0.122,77.679,63.095,121.333,51.452,89.812,-86.367,2.760
29,0.149,95.632,80.964,134.966,50.862,92.785,32.242,3.360
30,0.122,108.090,101.667,141.000,50.775,92.807,-58.570,2.767
31,0.136,83.158,62.429,137.667,43.300,97.244,-63.800,3.069
32,0.120,89.015,78.302,119.333,43.300,97.178,37.794,2.711
33,0.136,93.046,74.541,154.167,45.835,99.145,-11.470,3.078
34,0.101,95.086,66.410,134.333,45.879,99.145,-104.574,2.258
35,0.126,78.755,55.333,98.419,20.830,81.397,-116.565,2.835
36,0.115,88.949,68.379,163.000,20.961,81.506,-25.253,2.562
