 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.163,92.671,72.418,167.667,50.509,69.947,17.879,3.239
2,0.119,106.145,84.586,154.000,50.434,69.947,-68.875,2.345
3,0.146,105.653,81.391,140.667,64.553,83.320,18.122,2.877
4,0.121,117.793,106.819,136.775,64.528,83.320,-73.072,2.390
5,0.178,78.735,61.505,95.667,63.037,85.309,-21.501,3.527
6,0.129,78.293,57.647,119.667,63.161,85.557,-109.502,2.531
7,0.173,77.288,59.826,100.000,42.928,105.766,2.490,3.433
8,0.124,88.007,74.333,118.000,43.002,105.716,-90.000,2.436
9,0.180,71.737,37.921,85.667,53.815,104.125,7.224,3.558
10,0.133,81.986,68.652,130.667,53.815,104.249,-80.181,2.624
11,0.161,99.108,87.667,109.333,73.526,94.356,-90.000,3.182
12,0.136,104.670,92.926,142.333,73.477,94.406,-4.236,2.692
13,0.151,94.997,66.000,120.901,68.654,101.093,-42.979,2.990
14,0.126,100.126,89.830,123.447,68.828,101.291,41.730,2.465
15,0.171,96.570,57.333,145.667,70.718,103.529,-43.807,3.375
16,0.131,104.677,90.055,139.347,70.792,103.628,45.785,2.566
17,0.163,91.884,75.465,125.333,79.393,104.970,54.360,3.242
18,0.119,95.803,84.084,160.649,79.393,104.970,-35.395,2.317
19,0.148,83.104,67.261,108.333,83.071,108.127,28.301,2.936
20,0.114,88.490,67.467,127.333,82.947,108.102,-55.954,2.220
21,0.133,94.808,76.497,103.910,70.643,115.982,19.799,2.642
22,0.124,106.046,94.510,132.667,70.693,115.907,-66.038,2.448
23,0.161,79.805,66.424,101.000,58.513,116.380,-24.146,3.160
24,0.124,85.773,78.524,118.667,58.712,116.380,-109.179,2.421
25,0.148,85.547,68.972,93.774,53.467,114.789,1.941,2.935
26,0.109,86.943,70.667,92.147,53.467,114.714,-86.009,2.143
27,0.156,71.235,61.996,80.333,51.329,113.223,41.100,3.101
28,0.094,70.861,44.913,93.000,51.354,113.297,-49.399,1.833
