 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.167,113.833,79.667,159.795,122.191,67.171,56.310,3.183
2,0.124,108.875,80.667,135.667,122.113,67.119,-34.046,2.319
3,0.173,99.170,64.787,111.457,124.294,68.703,52.046,3.293
4,0.148,105.362,59.667,170.000,124.346,68.651,-36.656,2.783
5,0.189,119.633,79.667,159.250,116.972,75.999,30.677,3.562
6,0.135,113.391,91.493,165.504,116.894,76.077,-58.241,2.565
7,0.167,94.996,61.948,121.160,104.690,73.974,30.801,3.144
8,0.129,100.457,79.086,136.000,104.768,74.078,-60.709,2.441
9,0.178,102.207,55.333,135.517,104.794,82.257,-21.801,3.356
10,0.138,100.674,84.867,131.283,104.924,82.231,64.983,2.579
11,0.151,110.579,78.204,156.000,114.869,85.450,-68.587,2.845
12,0.119,104.658,98.251,123.000,114.843,85.450,25.974,2.253
13,0.194,89.184,57.217,139.025,124.242,85.892,-46.701,3.710
14,0.129,82.299,59.198,117.959,124.372,85.788,50.194,2.434
15,0.170,78.049,45.289,107.612,122.035,87.580,-101.129,3.228
16,0.129,78.641,46.066,118.333,121.957,87.683,-18.435,2.463
17,0.173,71.671,52.250,124.000,124.424,88.774,37.954,3.293
18,0.124,73.413,49.000,116.000,124.138,88.800,-53.130,2.337
19,0.164,82.817,65.733,145.333,105.106,99.316,2.862,3.120
20,0.140,94.291,69.510,175.948,104.950,99.420,-87.754,2.650
21,0.175,79.428,63.903,133.000,127.358,100.224,16.440,3.303
22,0.148,87.376,50.481,162.667,127.176,100.198,-65.821,2.789
23,0.154,75.220,50.848,155.333,97.316,90.332,21.991,2.912
24,0.143,83.181,60.756,138.935,97.213,90.137,-67.166,2.676
25,0.189,79.390,61.049,116.500,110.143,91.448,-45.591,3.562
26,0.127,82.089,70.225,120.833,110.143,91.461,41.070,2.411
