 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.240,76.069,39.504,174.667,70.353,84.445,-99.009,4.440
2,0.166,77.688,60.490,117.667,70.273,84.552,-8.130,3.025
3,0.192,72.579,62.907,87.675,63.427,89.953,-25.017,3.541
4,0.132,86.658,61.867,168.200,63.588,90.140,-119.427,2.395
5,0.189,96.370,78.358,107.064,71.182,90.943,-39.352,3.458
6,0.132,105.248,85.667,157.222,71.423,91.103,-129.644,2.431
7,0.206,109.109,81.667,122.503,79.097,92.199,-42.709,3.785
8,0.143,120.251,92.868,172.374,79.257,92.280,-137.490,2.612
9,0.212,65.107,55.959,109.678,77.038,93.857,-47.779,3.900
10,0.134,71.644,49.608,152.333,77.279,94.151,-137.643,2.461
11,0.197,70.830,55.501,81.986,70.701,93.697,151.928,3.637
12,0.134,83.760,56.188,134.000,70.727,93.938,-117.121,2.464
13,0.183,97.364,63.441,135.667,64.791,92.868,-158.703,3.387
14,0.152,102.891,68.667,132.333,64.871,92.895,-54.462,2.760
15,0.194,91.797,52.548,182.988,61.689,91.825,-60.362,3.569
16,0.140,93.354,63.250,137.767,61.475,91.986,-149.657,2.541
17,0.183,65.752,37.000,94.147,61.582,95.141,-79.939,3.368
18,0.132,71.420,62.000,87.556,61.582,95.328,6.340,2.421
19,0.174,80.556,49.398,128.040,59.443,97.975,32.106,3.220
20,0.140,90.057,78.158,113.939,59.336,97.842,-58.627,2.568
21,0.206,82.107,40.322,101.297,59.603,106.532,-52.481,3.776
22,0.146,81.931,50.000,110.853,59.630,106.559,-139.028,2.692
23,0.206,90.307,64.080,105.008,58.026,108.992,-64.885,3.780
24,0.152,105.088,82.417,152.951,57.972,109.233,31.535,2.761
