 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.155,82.232,63.808,119.333,32.750,85.335,55.125,3.522
2,0.111,90.231,76.281,142.333,32.794,85.335,-47.862,2.480
3,0.151,95.048,75.410,120.852,36.187,84.459,66.705,3.432
4,0.107,92.223,80.662,120.333,36.165,84.393,-11.514,2.413
5,0.171,77.166,44.303,111.629,49.038,76.884,-91.302,3.854
6,0.104,73.544,57.704,125.333,48.753,76.906,-1.081,2.321
7,0.167,91.742,46.116,152.578,50.943,75.790,-86.673,3.772
8,0.096,92.820,43.333,163.014,51.074,75.987,1.169,2.146
9,0.146,98.367,66.667,141.933,63.596,83.386,19.398,3.296
10,0.102,103.532,89.255,135.445,63.552,83.321,-68.405,2.260
11,0.144,113.110,87.602,121.671,39.515,103.987,-9.335,3.239
12,0.105,126.954,115.716,181.796,39.602,103.943,-97.386,2.384
