 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.185,79.643,52.086,93.333,48.328,69.139,45.000,3.653
2,0.116,83.586,75.833,140.667,48.452,69.338,-37.117,2.305
3,0.150,93.143,78.573,124.000,45.124,101.126,-73.664,3.002
4,0.126,100.246,82.839,140.667,45.174,101.275,18.800,2.466
5,0.155,91.301,63.134,106.742,55.257,104.802,48.289,3.061
6,0.123,102.292,91.538,151.333,55.158,104.727,-36.634,2.414
7,0.168,78.813,32.000,102.165,56.350,91.168,-58.449,3.322
8,0.113,83.557,44.333,98.163,56.350,91.366,34.046,2.218
9,0.158,69.204,43.566,140.460,58.138,89.529,-90.909,3.130
10,0.126,73.327,45.333,170.333,58.113,89.504,0.000,2.483
11,0.168,70.529,28.667,95.770,56.226,88.063,59.621,3.339
12,0.111,75.435,26.333,123.333,56.076,88.039,-34.778,2.177
