 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.207,99.059,69.853,112.245,20.315,88.556,-8.427,4.092
2,0.127,112.912,96.667,168.800,20.240,88.506,-96.843,2.517
3,0.152,96.263,60.667,138.183,36.132,97.626,-113.575,2.999
4,0.117,96.165,67.667,130.667,36.032,97.726,-24.341,2.304
5,0.165,81.711,56.667,93.487,41.354,96.127,-2.643,3.252
6,0.105,98.659,58.000,186.000,41.379,96.227,-90.000,2.049
7,0.175,77.320,44.667,94.633,41.304,98.800,-33.690,3.424
8,0.120,84.237,68.000,96.387,41.279,98.800,-126.384,2.359
9,0.167,90.774,45.333,147.992,39.155,101.574,30.069,3.292
10,0.117,89.865,50.783,148.616,39.305,101.449,-60.101,2.306
11,0.167,83.745,56.667,108.374,42.529,101.399,19.537,3.288
12,0.115,94.531,51.807,157.585,42.404,101.249,-62.301,2.258
13,0.187,71.032,28.213,118.735,44.578,99.550,12.529,3.686
14,0.135,83.481,57.270,150.254,44.578,99.275,-72.582,2.671
15,0.182,102.166,68.056,127.944,53.923,89.205,91.591,3.600
16,0.120,105.503,79.787,130.667,53.698,89.280,6.072,2.362
17,0.170,100.061,72.151,155.336,67.516,92.254,10.305,3.352
18,0.137,94.712,63.000,155.333,67.516,92.329,-79.315,2.695
19,0.190,76.917,43.000,136.739,37.631,99.700,46.081,3.746
20,0.125,81.351,52.399,192.780,37.581,99.575,-42.510,2.441
