 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.178,101.537,74.000,170.200,113.388,75.004,-73.811,3.349
2,0.132,108.854,98.500,164.000,113.440,75.056,16.928,2.494
3,0.164,81.871,63.000,129.667,119.276,73.526,40.914,3.089
4,0.116,88.614,61.000,148.333,119.198,73.604,-45.000,2.201
5,0.196,93.088,65.444,128.351,119.820,82.967,61.645,3.713
6,0.126,102.539,64.000,144.913,119.561,82.967,-38.853,2.398
7,0.196,100.824,82.981,132.833,121.325,84.964,56.310,3.740
8,0.132,97.420,71.333,116.973,121.273,84.938,-37.349,2.479
9,0.167,88.833,51.667,102.208,133.955,86.701,-37.057,3.185
10,0.118,100.145,84.805,124.667,133.981,86.831,52.595,2.220
11,0.170,87.670,51.000,123.333,135.226,90.514,42.397,3.231
12,0.132,95.780,79.336,138.333,135.200,90.591,-46.685,2.495
13,0.183,95.307,50.718,127.250,129.053,100.084,-69.146,3.497
14,0.137,106.827,84.820,148.874,129.053,100.162,28.610,2.600
15,0.170,75.602,58.817,113.957,126.615,100.006,-88.152,3.218
16,0.126,95.681,58.333,166.667,126.512,100.162,0.000,2.386
17,0.170,90.056,60.000,103.520,124.022,99.332,-65.095,3.203
18,0.137,94.361,61.333,128.333,123.944,99.487,20.956,2.611
