 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.185,84.921,47.333,139.202,124.608,68.857,-87.455,3.500
2,0.142,86.088,74.542,135.000,124.465,68.662,2.224,2.670
3,0.164,81.819,62.919,97.012,126.770,70.812,-63.861,3.116
4,0.137,99.015,67.167,165.000,126.783,70.799,30.669,2.590
5,0.191,97.709,66.500,119.833,114.222,74.594,5.711,3.644
6,0.150,102.033,80.379,126.667,114.338,74.671,-86.359,2.855
7,0.177,80.879,52.932,117.337,117.628,81.898,20.815,3.353
8,0.134,92.125,65.959,150.167,117.653,81.975,-65.508,2.562
9,0.204,64.895,44.147,116.083,99.743,87.907,77.638,3.871
10,0.142,71.729,44.461,151.333,99.769,87.894,-15.110,2.683
11,0.156,84.503,51.833,101.222,105.661,88.399,51.103,2.929
12,0.121,86.872,67.238,114.667,105.506,88.476,-40.882,2.295
13,0.158,106.597,68.379,121.616,106.918,90.393,23.459,2.993
14,0.137,108.723,71.833,139.000,106.853,90.445,-68.091,2.568
15,0.166,86.179,62.165,157.250,115.180,92.154,24.057,3.177
16,0.129,97.042,68.662,136.667,115.038,92.206,-61.243,2.423
17,0.180,71.602,48.110,94.565,116.812,97.257,-74.055,3.394
18,0.140,85.281,65.133,141.333,116.747,97.296,27.316,2.653
19,0.185,75.707,63.216,98.522,110.026,97.516,67.574,3.530
20,0.131,74.379,57.110,154.500,110.090,97.503,-15.046,2.494
21,0.196,75.180,56.917,117.796,105.182,96.065,93.972,3.739
22,0.142,78.743,47.667,120.333,105.169,96.195,6.645,2.686
23,0.174,68.625,39.833,127.415,102.281,96.026,35.797,3.321
24,0.123,75.886,55.389,97.667,102.243,96.039,-52.624,2.347
25,0.172,88.883,51.500,100.501,103.214,98.591,-18.864,3.284
26,0.129,95.013,63.070,166.726,103.356,98.617,70.796,2.441
27,0.182,108.082,69.305,177.182,98.888,99.562,35.838,3.451
28,0.134,107.273,82.316,119.398,98.655,99.614,-60.832,2.551
