 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.128,108.847,85.333,131.364,27.081,58.599,33.930,2.898
2,0.111,109.833,78.583,163.809,26.994,58.621,-49.939,2.513
3,0.136,79.805,52.333,119.551,17.027,66.205,54.273,3.069
4,0.113,77.842,69.502,138.667,17.180,66.184,-33.690,2.522
5,0.143,74.039,55.918,127.000,15.540,68.850,22.087,3.255
6,0.117,81.044,61.138,156.333,15.409,68.894,-63.435,2.639
7,0.132,90.773,79.958,128.333,43.343,57.222,29.954,2.977
8,0.118,96.265,80.856,143.000,43.255,57.331,-59.676,2.684
9,0.180,78.854,65.371,124.000,41.310,72.347,-103.736,4.050
10,0.113,81.854,68.946,149.000,41.332,72.457,-17.176,2.517
11,0.136,70.994,45.319,103.333,28.655,83.407,-43.264,3.062
12,0.115,79.071,58.333,122.722,28.764,83.516,52.549,2.588
13,0.138,66.476,37.875,97.166,27.256,85.899,19.708,3.111
14,0.111,78.910,61.554,133.301,27.103,85.921,-69.326,2.476
15,0.149,77.581,67.411,113.358,29.901,86.467,51.340,3.359
16,0.118,77.083,54.329,153.333,29.944,86.511,-41.009,2.665
17,0.136,80.076,69.092,148.333,61.025,90.707,71.565,3.041
18,0.101,83.690,72.677,150.333,61.025,90.729,-23.629,2.290
19,0.143,90.469,73.387,104.892,60.282,85.811,1.548,3.236
20,0.120,98.995,75.333,150.333,60.413,85.811,-90.000,2.710
21,0.124,86.238,77.438,95.375,61.900,76.150,60.255,2.819
22,0.115,100.796,74.054,174.333,61.856,76.107,-32.619,2.595
