 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.161,90.070,41.535,113.054,41.133,69.490,-80.838,3.146
2,0.151,105.148,75.977,157.027,41.383,69.490,17.819,2.947
3,0.156,98.535,63.016,148.269,33.267,82.967,23.199,3.052
4,0.141,107.768,86.877,133.817,33.117,82.917,-56.889,2.751
5,0.143,79.785,61.973,105.668,37.826,89.680,16.504,2.822
6,0.123,91.370,70.333,116.500,37.776,89.480,-65.556,2.421
7,0.171,73.788,46.000,136.494,37.776,92.586,-122.735,3.335
8,0.143,68.963,49.667,88.429,37.776,92.586,-30.256,2.784
9,0.173,78.627,34.667,136.556,34.870,94.991,-118.072,3.407
10,0.143,91.193,69.333,116.520,34.670,95.141,-22.932,2.829
11,0.151,90.701,68.340,123.100,37.525,96.143,80.218,2.949
12,0.131,92.750,63.098,129.066,37.626,95.993,-9.090,2.537
13,0.188,83.814,42.423,129.847,48.347,95.542,-85.365,3.720
14,0.136,83.218,62.987,97.841,48.197,95.442,10.886,2.653
15,0.183,91.657,71.062,135.500,46.744,98.147,-54.090,3.588
16,0.136,92.177,55.750,128.000,47.195,98.348,-145.713,2.668
17,0.173,90.711,40.600,119.947,44.690,99.250,-58.173,3.420
18,0.128,105.689,91.867,158.000,44.890,99.650,-143.130,2.505
19,0.168,73.063,43.344,125.821,42.035,99.300,-58.736,3.282
20,0.128,80.225,64.000,146.667,41.934,99.700,40.101,2.489
21,0.176,87.869,63.713,101.556,35.922,108.618,-43.831,3.473
22,0.138,95.201,87.296,118.856,35.922,108.869,51.009,2.707
23,0.206,82.800,51.802,164.383,32.565,107.967,50.013,4.054
24,0.133,89.636,78.702,108.773,32.415,107.767,-35.538,2.586
