 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.158,81.532,50.667,129.348,123.652,70.584,-77.905,2.986
2,0.130,87.079,62.837,153.333,123.704,70.714,11.070,2.443
3,0.166,91.630,68.194,111.600,118.752,78.325,-80.380,3.120
4,0.117,109.011,89.667,170.190,118.700,78.612,8.130,2.212
5,0.174,86.578,65.284,131.503,111.897,78.038,20.450,3.283
6,0.128,91.818,62.745,117.483,111.897,78.143,-65.659,2.403
7,0.152,69.523,52.691,89.479,112.470,80.514,1.042,2.868
8,0.133,88.965,57.375,139.000,112.574,80.488,-91.193,2.503
9,0.168,79.096,60.552,100.845,119.586,87.370,31.608,3.183
10,0.125,93.506,76.852,137.333,119.481,87.422,-57.724,2.343
11,0.179,72.629,47.446,136.375,129.308,86.770,76.608,3.376
12,0.122,84.341,61.844,141.667,129.178,86.900,-15.945,2.277
