 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.127,107.402,92.431,121.667,14.756,70.212,-58.276,2.831
2,0.107,111.113,103.533,127.333,14.778,70.146,30.784,2.395
3,0.144,70.203,58.683,104.333,22.463,67.585,-69.353,3.229
4,0.105,64.972,35.630,78.785,22.528,67.650,24.179,2.352
5,0.148,64.357,49.084,73.679,24.477,65.965,-38.073,3.337
6,0.098,70.293,52.000,90.333,24.477,66.052,50.631,2.209
7,0.140,87.663,61.667,104.667,38.751,56.353,-6.340,3.172
8,0.107,100.833,87.152,111.667,38.839,56.572,-100.491,2.405
9,0.130,84.180,53.028,118.484,36.912,60.338,67.249,2.944
10,0.105,86.346,74.556,124.000,36.934,60.382,-24.179,2.352
11,0.140,60.570,38.298,77.667,40.065,70.847,-27.979,3.173
12,0.111,68.424,50.689,108.667,40.043,70.825,63.886,2.487
13,0.142,67.469,52.394,79.613,39.342,73.321,-19.916,3.213
14,0.104,75.531,57.392,98.667,39.583,73.474,-109.799,2.327
15,0.146,62.574,47.622,115.000,36.452,73.562,-65.493,3.272
16,0.107,57.917,46.788,72.333,36.562,73.584,29.358,2.411
17,0.136,55.127,25.069,76.000,22.660,82.012,50.194,3.078
18,0.111,64.410,28.355,83.234,22.638,81.991,-48.532,2.513
19,0.153,62.015,25.819,123.405,24.192,79.232,-90.725,3.459
20,0.121,64.626,52.806,77.769,24.170,79.363,-0.924,2.715
21,0.146,73.574,27.830,110.753,25.944,81.728,17.949,3.268
22,0.123,75.632,56.167,111.000,25.856,81.684,-76.185,2.751
23,0.128,63.892,32.924,87.667,24.542,84.158,-89.132,2.890
24,0.125,69.433,46.000,119.000,24.521,84.289,-3.576,2.808
25,0.150,61.312,35.022,141.333,29.315,89.763,-19.604,3.393
26,0.104,69.326,58.136,91.000,29.293,89.741,-107.418,2.340
27,0.130,64.463,58.040,82.333,27.542,91.689,10.305,2.937
28,0.113,71.216,57.601,116.667,27.454,91.711,-80.049,2.534
29,0.159,65.708,57.775,83.000,51.887,93.616,-34.077,3.595
30,0.123,76.538,61.698,129.000,51.931,93.944,50.774,2.770
