 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.183,68.627,39.125,106.937,110.703,75.237,-77.845,3.470
2,0.142,72.149,58.096,142.667,110.651,75.472,9.090,2.643
3,0.191,72.309,58.601,118.000,116.314,82.388,45.000,3.617
4,0.153,71.053,51.341,149.000,116.288,82.283,-48.715,2.848
5,0.188,79.783,50.235,130.010,102.300,84.215,-2.526,3.553
6,0.139,81.770,66.553,101.333,102.326,83.980,86.566,2.614
7,0.172,75.934,46.151,128.957,104.179,86.302,-6.442,3.257
8,0.128,73.859,48.128,106.461,104.074,86.250,-100.081,2.386
9,0.202,78.457,66.580,103.667,124.612,89.538,-84.523,3.828
10,0.139,92.730,68.800,164.613,124.482,89.825,6.843,2.628
11,0.183,68.001,49.840,83.667,113.156,93.035,50.528,3.448
12,0.139,81.287,55.000,169.000,113.208,93.166,-36.870,2.610
13,0.207,67.033,48.067,116.000,109.476,96.689,3.814,3.923
14,0.144,72.717,44.154,139.333,109.268,96.611,-88.898,2.715
15,0.169,69.659,53.574,99.667,116.757,103.448,-66.801,3.180
16,0.123,75.797,64.083,119.667,116.653,103.552,30.069,2.292
17,0.193,89.914,54.667,140.667,116.027,106.162,-71.565,3.631
18,0.142,98.204,82.942,150.667,116.027,106.214,20.556,2.676
