 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.147,89.422,76.000,111.833,29.681,72.649,-85.486,3.332
2,0.109,83.784,46.333,115.000,29.549,72.868,0.000,2.448
3,0.143,62.460,42.532,78.575,31.779,71.906,-51.582,3.236
4,0.107,60.761,53.861,65.667,31.997,72.038,40.601,2.418
5,0.132,82.152,31.865,96.471,34.664,71.426,-13.627,2.969
6,0.101,99.056,90.000,118.000,34.707,71.491,76.759,2.290
7,0.153,91.049,42.333,168.645,31.254,75.229,79.824,3.464
8,0.122,99.480,56.333,137.045,31.342,75.425,-10.061,2.752
9,0.130,64.551,34.052,77.397,33.899,74.332,58.449,2.924
10,0.096,68.312,43.333,111.667,33.833,74.245,-25.514,2.131
11,0.128,63.585,46.535,74.667,33.309,77.283,-93.468,2.890
12,0.115,66.100,52.333,94.000,33.199,77.502,0.000,2.579
13,0.138,74.090,48.333,160.834,35.079,79.622,-76.159,3.106
14,0.099,78.077,55.667,104.149,35.013,79.775,11.310,2.229
15,0.153,87.401,63.112,111.468,37.439,79.316,-77.550,3.447
16,0.117,93.482,60.833,128.667,37.614,79.556,9.620,2.616
17,0.149,91.686,63.333,110.845,33.877,82.638,35.972,3.349
18,0.118,95.397,77.146,113.200,33.899,82.572,-52.374,2.649
19,0.138,88.211,53.910,102.138,36.718,83.272,32.347,3.104
20,0.111,92.090,66.000,137.333,36.609,83.446,-61.631,2.484
21,0.159,95.530,49.870,108.109,45.461,70.267,-11.997,3.575
22,0.113,108.472,96.514,139.153,45.504,70.180,-99.951,2.530
23,0.134,95.300,63.884,160.667,49.395,83.643,-85.030,3.028
24,0.109,98.485,93.000,120.667,49.526,83.905,5.102,2.458
25,0.166,85.823,47.588,131.667,50.531,86.812,-24.775,3.755
26,0.107,96.137,83.980,153.933,50.400,86.943,64.359,2.424
27,0.149,94.284,60.789,140.108,39.822,94.680,53.427,3.375
28,0.118,109.925,100.331,146.000,39.778,94.855,-38.367,2.676
