 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.162,90.716,62.000,109.259,118.077,65.685,70.346,3.088
2,0.119,94.665,86.762,121.342,117.973,65.633,-21.801,2.237
3,0.205,69.691,55.400,82.333,122.205,78.407,1.528,3.896
4,0.102,78.456,64.667,123.333,122.335,78.536,-90.000,1.921
5,0.191,112.403,68.000,147.190,127.787,84.793,4.899,3.648
6,0.129,115.899,100.734,154.667,127.761,84.897,-81.347,2.416
7,0.175,100.432,85.250,118.333,131.630,83.080,-69.864,3.318
8,0.105,103.335,93.158,117.333,131.630,83.106,19.855,1.987
9,0.218,86.944,64.441,109.017,113.222,83.054,-16.631,4.173
10,0.121,96.597,69.100,156.426,113.144,83.028,71.565,2.299
11,0.191,103.212,80.119,111.833,119.843,89.337,4.086,3.644
12,0.108,112.328,97.359,135.667,119.765,89.441,-88.531,2.026
13,0.189,99.601,85.574,121.333,99.774,84.897,-106.060,3.566
14,0.127,100.734,72.892,165.667,99.800,85.157,-15.255,2.368
