 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.208,77.771,51.367,117.333,123.087,76.270,-15.322,3.935
2,0.135,93.578,72.000,132.019,123.191,76.166,-110.283,2.550
3,0.219,92.184,68.292,119.453,122.385,78.869,-25.278,4.140
4,0.143,90.872,63.000,152.000,122.385,78.869,62.447,2.697
5,0.189,86.475,53.967,140.000,130.444,83.106,-69.734,3.602
6,0.135,82.830,69.501,128.333,130.444,83.080,19.179,2.532
7,0.200,94.434,56.000,108.333,128.494,84.692,-41.112,3.795
8,0.135,103.874,63.289,155.397,128.572,84.874,52.431,2.558
9,0.205,88.941,67.523,161.509,124.231,90.333,42.839,3.900
10,0.149,94.363,73.333,161.000,124.101,90.411,-45.000,2.794
11,0.197,88.592,51.000,118.667,132.263,99.509,3.180,3.749
12,0.151,96.426,56.533,134.230,132.315,99.483,-85.840,2.867
