 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.151,94.640,73.154,124.953,50.844,67.750,22.329,2.988
2,0.129,109.084,92.156,161.667,50.819,67.899,-63.925,2.583
3,0.183,61.893,38.000,104.333,42.649,90.630,-90.000,3.653
4,0.136,65.238,53.000,114.000,42.773,90.680,0.000,2.715
5,0.183,75.409,36.270,94.667,44.303,92.851,-95.404,3.669
6,0.136,71.232,58.273,91.424,44.402,92.926,-1.042,2.715
7,0.178,75.876,42.333,103.514,46.821,94.530,-11.155,3.572
8,0.132,90.380,68.000,107.333,46.919,94.505,-111.194,2.594
9,0.168,68.668,48.388,117.000,49.067,92.802,-34.160,3.341
10,0.127,69.151,54.085,92.667,49.338,92.975,57.875,2.506
11,0.185,76.409,40.914,105.797,51.979,92.555,-106.991,3.716
12,0.132,81.682,57.074,119.005,51.880,92.753,-19.799,2.623
13,0.166,52.780,32.378,64.157,52.794,89.149,48.013,3.321
14,0.129,60.908,47.854,119.000,52.843,89.273,-41.906,2.587
15,0.173,63.066,41.705,76.067,53.262,86.459,39.806,3.470
16,0.127,71.364,49.660,107.661,53.213,86.187,-51.340,2.529
17,0.168,69.774,52.408,96.217,55.805,87.125,52.792,3.347
18,0.134,72.117,49.000,116.000,55.706,87.101,-37.504,2.676
19,0.163,100.575,64.355,110.312,36.060,107.660,-51.746,3.269
20,0.122,106.371,99.245,123.333,35.689,108.006,31.759,2.438
21,0.180,72.679,52.489,92.161,49.462,100.626,-8.686,3.595
22,0.129,80.505,70.768,112.000,49.708,100.626,-101.094,2.565
23,0.175,71.107,50.878,126.220,58.421,92.654,-64.156,3.510
24,0.139,72.597,57.940,90.333,58.520,92.728,28.856,2.762
25,0.178,74.757,34.333,95.167,61.210,93.370,41.035,3.534
26,0.134,81.904,58.829,129.000,61.333,93.444,-47.231,2.690
27,0.178,75.249,45.833,102.308,59.556,96.677,-100.376,3.563
28,0.149,85.702,65.727,112.667,59.606,96.702,-7.722,2.939
29,0.175,75.680,35.667,93.605,60.494,99.861,-115.844,3.510
30,0.139,85.940,66.670,142.667,60.346,99.836,-24.274,2.762
31,0.180,73.240,49.382,94.096,53.904,102.058,8.686,3.595
32,0.141,84.638,72.439,156.333,53.731,101.811,-86.987,2.818
33,0.168,67.091,54.965,100.932,69.009,100.848,-74.745,3.377
34,0.136,68.913,56.658,129.667,69.059,101.120,20.072,2.733
