 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.160,90.135,42.345,144.878,122.544,69.133,-49.185,3.027
2,0.130,108.314,94.135,144.211,122.648,69.185,43.264,2.431
3,0.209,82.671,71.147,102.000,109.270,70.773,-48.743,3.947
4,0.138,93.169,69.317,147.000,109.400,70.851,39.369,2.626
5,0.190,83.257,50.913,124.133,110.285,76.057,-53.791,3.613
6,0.144,92.380,73.385,160.333,110.285,76.213,41.082,2.693
7,0.171,64.047,43.966,134.333,114.111,79.492,-35.754,3.207
8,0.136,73.294,53.732,120.333,114.033,79.571,53.366,2.530
9,0.209,87.446,58.471,113.739,109.582,82.850,-27.235,3.981
10,0.125,87.615,72.345,102.667,109.556,82.902,59.470,2.357
11,0.192,87.889,59.361,149.909,110.389,85.765,-54.273,3.655
12,0.127,91.330,74.709,111.026,110.519,85.922,38.853,2.407
13,0.209,96.696,67.267,149.987,116.610,85.974,52.980,3.977
14,0.138,108.160,83.840,163.987,116.766,86.052,-36.870,2.603
15,0.195,95.216,45.333,159.882,108.879,90.034,62.354,3.702
16,0.133,101.191,88.812,145.000,108.905,89.982,-28.706,2.493
17,0.201,84.813,56.149,129.782,122.284,93.184,29.358,3.823
18,0.133,94.636,77.562,168.333,122.336,93.184,-56.976,2.484
19,0.206,91.692,60.293,192.667,118.145,96.802,-33.056,3.913
20,0.119,90.618,63.876,144.474,118.276,96.698,59.265,2.241
21,0.154,54.838,38.762,77.452,120.098,104.610,3.066,2.919
22,0.111,60.869,48.333,121.333,120.176,104.636,-88.568,2.083
23,0.222,83.782,58.604,110.467,110.753,104.376,-59.642,4.223
24,0.125,84.863,67.096,119.333,110.805,104.376,35.096,2.354
25,0.149,78.359,42.537,96.778,108.280,99.925,-56.310,2.815
26,0.136,100.973,86.864,150.000,108.333,100.238,35.942,2.572
