 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.185,99.759,64.166,115.925,103.100,68.504,22.813,3.541
2,0.129,113.061,101.952,132.667,103.346,68.621,-66.721,2.425
3,0.196,89.014,57.333,118.034,98.398,77.713,75.964,3.738
4,0.126,86.322,72.491,98.153,98.385,77.687,-11.310,2.378
5,0.180,69.393,47.674,103.417,99.978,79.954,7.394,3.422
6,0.134,70.583,57.585,125.406,99.978,79.915,-81.119,2.517
7,0.174,69.588,46.310,86.396,99.175,82.052,-18.719,3.309
8,0.118,79.302,41.167,114.362,99.020,82.208,71.565,2.212
9,0.185,99.254,59.685,123.042,106.441,79.993,60.781,3.502
10,0.140,102.446,91.963,139.333,106.519,80.200,-29.604,2.622
11,0.188,90.552,36.618,151.333,97.336,87.130,12.933,3.588
12,0.132,101.295,88.219,121.083,97.284,87.143,-78.573,2.484
13,0.172,81.064,35.275,94.035,105.289,87.609,-40.799,3.251
14,0.123,89.468,77.980,119.363,105.224,87.712,49.538,2.315
15,0.158,82.722,35.167,123.440,107.141,89.746,75.132,3.029
16,0.132,83.896,50.000,129.333,107.244,89.785,-24.444,2.504
17,0.193,87.411,50.182,145.965,109.084,87.881,-41.868,3.687
18,0.132,101.194,70.201,184.385,109.239,88.010,47.968,2.476
19,0.174,73.853,43.875,135.595,115.586,87.609,-52.595,3.326
20,0.132,76.962,44.472,120.760,115.560,87.609,40.732,2.461
21,0.177,78.772,39.477,103.574,114.731,90.018,21.801,3.348
22,0.121,89.296,78.776,126.083,114.601,90.122,-72.801,2.278
23,0.201,88.797,22.833,152.684,103.721,93.424,29.697,3.817
24,0.134,94.786,62.259,124.325,103.657,93.450,-63.699,2.514
25,0.174,117.366,83.833,156.533,95.859,95.833,-65.630,3.327
26,0.123,119.654,95.189,153.027,96.067,95.833,22.865,2.333
27,0.193,82.265,54.481,117.898,98.890,96.235,-51.024,3.665
28,0.142,92.861,81.460,113.000,98.618,96.248,38.403,2.711
29,0.204,73.491,57.325,86.233,103.540,96.041,12.736,3.877
30,0.132,79.966,47.667,148.833,103.527,96.080,-77.407,2.495
31,0.174,73.199,54.742,131.898,110.521,96.261,-49.737,3.327
32,0.123,72.957,57.583,120.083,110.612,96.313,39.644,2.355
33,0.180,71.557,37.937,103.674,109.524,99.007,-108.435,3.441
34,0.142,79.687,58.378,126.833,109.524,98.981,-22.620,2.694
35,0.199,84.343,68.343,123.833,100.535,102.128,43.044,3.757
36,0.148,91.861,72.021,151.000,100.574,102.310,-45.754,2.784
