 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.174,103.203,83.012,131.083,111.203,74.632,-3.633,3.296
2,0.128,104.677,91.938,125.333,111.399,74.553,-93.111,2.405
3,0.164,114.116,93.130,125.833,128.380,74.801,21.351,3.083
4,0.117,125.012,101.167,150.918,128.563,74.958,-79.089,2.207
5,0.155,74.258,38.491,121.068,115.445,84.890,-68.484,2.918
6,0.114,90.041,74.994,127.070,115.498,85.112,25.017,2.160
7,0.136,74.532,57.452,96.085,115.837,87.736,-96.404,2.574
8,0.114,76.819,56.797,111.638,115.772,87.658,-6.953,2.156
9,0.153,88.515,66.851,118.122,117.325,89.563,49.794,2.871
10,0.136,91.590,52.112,139.667,117.325,89.485,-43.764,2.566
11,0.144,99.939,80.000,135.609,120.797,85.752,-88.348,2.716
12,0.128,100.332,89.636,109.333,120.849,85.922,5.648,2.387
13,0.158,85.734,63.228,104.526,122.767,87.396,2.010,2.978
14,0.123,97.148,80.908,117.333,122.781,87.436,-90.659,2.271
15,0.174,74.802,44.000,91.333,105.983,90.124,-29.010,3.283
16,0.114,80.764,66.540,102.500,105.996,90.059,58.438,2.145
17,0.177,83.758,62.525,149.333,99.443,91.795,-51.968,3.347
18,0.109,91.213,77.109,123.000,99.470,91.873,38.774,2.042
19,0.169,95.536,55.353,140.253,108.228,95.724,52.943,3.206
20,0.128,95.992,74.585,162.333,108.241,95.619,-44.556,2.381
21,0.183,95.778,69.927,170.257,132.478,93.205,-111.318,3.447
22,0.139,97.935,78.521,146.667,132.361,93.348,-21.161,2.603
