 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.159,89.135,54.347,122.468,119.090,60.297,65.638,3.018
2,0.126,99.220,84.908,130.333,118.934,60.323,-28.811,2.368
3,0.175,81.046,58.833,98.479,113.592,67.896,-88.210,3.321
4,0.132,95.327,67.312,111.000,113.644,67.974,-3.576,2.495
5,0.175,79.694,54.667,97.667,112.554,77.336,-3.576,3.326
6,0.132,83.048,63.667,128.000,112.503,77.336,-90.000,2.490
7,0.180,53.105,33.667,105.000,117.741,78.814,6.054,3.443
8,0.121,58.415,35.788,113.758,117.715,78.892,-86.100,2.288
9,0.191,75.887,38.333,107.994,117.119,81.226,-14.826,3.649
10,0.129,73.822,44.667,94.244,117.197,81.252,73.887,2.430
11,0.169,57.299,35.364,67.715,118.390,83.456,7.472,3.191
12,0.129,57.880,41.950,132.000,118.416,83.534,-82.725,2.458
13,0.167,61.296,39.333,79.581,121.969,87.839,-59.676,3.185
14,0.121,72.811,53.992,102.000,121.943,88.073,30.069,2.277
15,0.175,81.163,36.333,125.179,128.167,79.877,-32.196,3.310
16,0.116,90.837,73.508,106.524,128.348,79.903,56.689,2.172
17,0.164,57.625,42.457,72.516,135.169,81.407,-97.722,3.088
18,0.129,63.523,46.404,117.667,135.039,81.382,-4.865,2.447
19,0.172,84.172,63.830,116.333,130.631,85.375,-24.520,3.250
20,0.118,94.111,68.932,113.333,130.708,85.324,68.199,2.235
21,0.175,80.774,33.667,128.859,137.451,88.851,-28.179,3.295
22,0.126,80.226,69.738,116.000,137.762,88.773,63.997,2.366
23,0.175,64.606,50.667,83.827,126.196,90.407,-65.854,3.297
24,0.121,74.450,53.368,118.870,126.248,90.536,25.408,2.297
25,0.151,86.136,66.278,107.267,125.055,92.689,-64.359,2.877
26,0.124,85.996,63.519,103.000,125.107,92.689,26.565,2.320
27,0.178,80.528,51.667,118.076,114.422,94.789,-75.750,3.371
28,0.118,85.415,66.098,120.333,114.370,94.971,13.392,2.239
29,0.180,76.140,51.088,119.760,120.049,97.098,-69.647,3.430
30,0.126,75.846,41.667,102.418,120.283,97.357,23.199,2.370
31,0.172,72.072,37.499,109.258,122.306,95.801,67.521,3.256
32,0.132,81.445,65.304,131.667,122.409,95.827,-23.356,2.486
33,0.161,80.048,20.927,149.333,122.383,98.757,-3.879,3.067
34,0.121,81.945,57.000,149.667,122.617,98.602,-92.603,2.285
35,0.161,56.819,43.525,71.699,132.031,96.786,33.147,3.036
36,0.126,67.046,45.501,131.000,132.083,96.864,-57.339,2.403
37,0.169,83.755,57.017,161.333,134.495,96.890,75.069,3.221
38,0.126,87.148,57.000,119.667,134.495,97.253,-23.199,2.370
39,0.156,91.011,74.468,132.415,136.751,95.775,-97.001,2.979
40,0.124,92.181,61.000,151.333,136.751,95.723,-6.340,2.348
41,0.175,89.115,36.262,126.068,100.841,80.266,73.072,3.325
42,0.124,106.279,69.269,147.571,100.746,80.552,-21.405,2.321
