 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.173,99.434,63.333,114.043,31.891,92.318,-4.970,3.443
2,0.129,107.252,97.667,115.000,32.115,92.293,-96.710,2.553
3,0.183,119.875,98.096,128.443,34.029,94.406,4.699,3.641
4,0.148,123.180,86.333,177.475,34.104,94.282,-84.193,2.948
5,0.166,81.980,68.535,118.394,44.941,92.815,-83.089,3.305
6,0.136,86.097,66.080,125.667,44.693,93.014,15.068,2.677
7,0.161,65.746,28.861,92.667,69.425,82.897,30.964,3.189
8,0.138,76.468,45.689,118.627,69.301,82.798,-51.667,2.725
9,0.156,80.543,55.441,116.000,70.693,84.961,-5.528,3.097
10,0.121,87.293,65.507,143.000,70.668,85.010,-95.947,2.399
11,0.183,70.307,40.670,97.000,60.526,83.345,-53.915,3.629
12,0.129,77.049,62.000,121.000,60.501,83.444,-142.224,2.516
13,0.158,68.004,38.000,77.951,57.419,82.674,-116.565,3.113
14,0.126,69.573,49.000,115.333,57.220,82.823,-28.610,2.492
15,0.185,82.060,47.289,159.953,58.513,85.532,64.470,3.691
16,0.143,78.858,37.607,138.667,58.513,85.507,-24.775,2.847
17,0.153,80.844,55.000,97.175,55.530,85.135,10.389,3.033
18,0.121,91.811,74.408,152.247,55.654,85.035,-79.160,2.379
19,0.173,90.070,29.338,118.778,55.978,87.546,-131.496,3.451
20,0.138,106.973,86.000,133.667,55.928,87.869,-36.870,2.734
21,0.141,96.256,77.881,131.024,50.708,98.383,-96.116,2.800
22,0.126,102.031,84.000,139.960,50.484,98.507,-12.653,2.497
23,0.163,108.601,64.174,174.627,53.069,97.140,-112.620,3.231
24,0.131,99.283,44.000,111.667,52.995,97.314,-14.574,2.568
25,0.153,86.318,55.448,146.123,55.779,97.190,31.608,3.035
26,0.114,82.653,38.000,98.728,55.828,97.091,-57.724,2.234
27,0.153,99.901,46.001,112.050,53.989,100.123,-19.026,3.050
28,0.121,95.589,68.514,119.743,54.138,100.073,-114.444,2.403
29,0.171,65.894,34.220,85.117,57.096,99.626,-62.676,3.357
30,0.141,77.481,56.667,132.750,57.071,99.924,34.824,2.786
31,0.161,80.747,52.818,116.667,62.913,101.565,-45.630,3.199
32,0.119,94.257,72.667,144.251,63.012,101.639,-131.532,2.324
33,0.163,87.274,48.950,103.828,60.700,102.957,-47.490,3.237
34,0.126,96.287,52.000,112.610,60.775,103.131,41.730,2.465
35,0.171,90.668,62.385,118.667,58.935,116.181,10.154,3.384
36,0.129,90.255,78.137,133.827,58.811,116.081,-80.910,2.517
37,0.119,91.197,76.121,133.000,55.704,116.603,3.652,2.341
38,0.143,94.981,86.000,148.706,55.729,116.330,-81.870,2.812
