 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.166,73.663,38.778,155.398,91.909,77.531,-82.278,3.107
2,0.139,86.673,61.113,156.920,91.857,77.739,7.970,2.635
3,0.196,89.888,58.742,176.740,88.569,82.958,-109.708,3.714
4,0.125,94.708,71.519,132.667,88.673,82.985,-26.565,2.334
5,0.163,84.248,50.765,105.382,91.361,82.280,60.376,3.062
6,0.123,83.309,57.000,97.333,91.257,82.045,-32.969,2.302
7,0.169,89.674,48.351,133.667,93.240,83.428,63.853,3.198
8,0.133,94.986,57.000,126.667,93.266,83.376,-34.019,2.519
9,0.185,85.744,57.338,129.468,102.008,81.862,-85.732,3.507
10,0.139,87.736,58.000,122.767,101.773,82.071,3.434,2.614
11,0.185,85.422,51.441,108.396,104.409,81.993,-80.538,3.492
12,0.139,104.665,68.907,150.667,104.409,82.019,10.408,2.600
13,0.174,73.988,57.016,110.095,92.301,93.136,0.909,3.288
14,0.125,81.228,57.889,146.000,92.301,93.084,-91.273,2.349
15,0.158,81.160,47.280,120.460,95.380,92.040,74.745,2.975
16,0.136,89.498,62.008,153.667,95.380,92.066,-16.587,2.560
17,0.172,80.047,51.000,93.043,106.497,93.214,-18.726,3.251
18,0.109,97.023,76.667,153.436,106.445,93.292,70.641,2.047
19,0.155,93.033,53.367,132.417,105.583,95.563,16.504,2.939
20,0.142,103.769,80.090,142.667,105.505,95.589,-72.979,2.675
21,0.161,78.880,60.371,134.333,105.505,101.852,-42.207,3.030
22,0.139,86.962,72.693,153.000,105.505,101.852,48.270,2.588
23,0.172,95.163,58.464,154.869,116.596,98.694,14.931,3.241
24,0.136,100.164,90.449,144.215,116.491,98.616,-73.413,2.560
25,0.180,89.552,54.454,167.333,96.372,99.216,-12.529,3.368
26,0.142,94.938,61.795,125.667,96.398,99.086,-105.945,2.660
