 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.134,72.674,60.056,127.120,50.445,71.274,10.823,3.026
2,0.113,76.046,62.104,116.000,50.467,71.121,-75.005,2.534
3,0.153,77.766,37.667,160.764,54.794,69.897,37.304,3.462
4,0.113,81.290,71.434,126.333,54.685,69.897,-51.953,2.553
5,0.170,76.971,58.882,95.922,58.029,64.914,57.579,3.832
6,0.115,76.820,62.567,107.667,57.767,64.848,-33.959,2.582
7,0.159,80.416,49.672,115.000,36.260,71.602,-51.450,3.577
8,0.117,78.849,49.733,116.333,36.413,71.624,42.979,2.629
9,0.153,91.734,67.483,107.073,34.905,73.700,-25.589,3.441
10,0.111,86.685,49.000,119.302,34.905,73.787,61.631,2.484
11,0.161,68.837,54.667,131.000,41.943,78.814,0.000,3.628
12,0.105,75.891,67.333,109.000,41.921,78.814,-90.000,2.361
13,0.141,76.884,57.349,119.333,45.746,80.082,-43.332,3.185
14,0.103,76.148,51.422,111.000,45.833,80.126,45.764,2.318
15,0.159,101.692,89.772,112.099,49.964,85.809,-36.027,3.567
16,0.105,106.307,98.870,118.809,49.986,85.787,49.514,2.356
17,0.143,73.819,62.352,105.667,49.527,91.972,22.380,3.215
18,0.109,82.376,71.992,142.000,49.330,91.972,-63.435,2.444
