 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.160,69.014,51.623,81.333,33.050,92.748,42.553,3.618
2,0.101,74.482,54.333,87.000,32.897,92.814,-45.785,2.255
3,0.155,67.139,50.492,83.170,34.011,95.239,33.294,3.502
4,0.120,76.822,47.887,119.153,33.967,95.479,-58.092,2.728
5,0.149,91.097,65.333,124.686,37.134,95.151,-98.973,3.361
6,0.128,78.171,52.000,121.333,37.069,95.304,-7.883,2.867
7,0.143,77.207,54.000,88.000,40.673,101.071,55.452,3.236
8,0.116,87.001,74.603,125.000,40.564,101.136,-32.106,2.630
9,0.157,75.188,60.543,84.296,43.272,80.734,-21.801,3.529
10,0.113,85.728,75.628,104.333,43.229,81.084,68.749,2.531
11,0.160,62.516,38.304,152.667,44.867,83.552,71.783,3.633
12,0.120,70.346,57.073,119.333,44.845,83.574,-16.966,2.695
13,0.170,72.471,58.129,85.697,35.081,105.811,-1.302,3.845
14,0.116,79.318,69.233,133.000,35.015,105.767,-89.045,2.622
