 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.160,108.198,86.667,136.429,33.220,76.348,-45.630,3.188
2,0.128,107.319,91.078,159.333,33.195,76.397,45.000,2.522
3,0.174,90.500,66.881,141.933,21.428,84.770,-102.440,3.450
4,0.120,90.812,79.167,116.812,21.428,84.944,-13.173,2.392
5,0.160,78.583,54.618,116.333,41.444,74.738,59.036,3.178
6,0.115,82.575,43.667,124.333,41.295,74.688,-27.121,2.282
7,0.145,87.913,69.393,164.055,43.649,75.704,-116.565,2.880
8,0.118,70.872,51.333,87.000,43.550,75.753,-27.646,2.349
9,0.160,116.412,86.856,167.827,45.011,77.909,30.964,3.178
10,0.130,115.072,60.667,149.215,44.788,77.909,-52.028,2.577
11,0.177,72.865,48.645,128.193,50.139,87.669,-116.928,3.501
12,0.142,79.105,55.787,175.058,50.213,87.842,-31.477,2.847
13,0.157,98.047,64.667,163.779,52.839,88.486,-107.571,3.118
14,0.120,85.292,60.667,102.257,52.715,88.684,-24.444,2.395
15,0.164,99.553,75.889,118.000,56.827,88.412,-56.793,3.257
16,0.118,98.705,58.333,129.628,56.728,88.610,32.005,2.337
17,0.167,66.784,50.711,120.143,54.425,90.344,40.135,3.305
18,0.135,68.034,45.321,111.833,54.375,90.295,-43.493,2.663
19,0.164,58.654,42.818,97.939,56.059,92.698,-92.603,3.273
20,0.140,66.507,35.333,125.000,55.886,92.772,1.023,2.775
21,0.155,69.130,25.667,136.409,53.186,93.193,-129.094,3.064
22,0.113,73.105,50.139,107.652,53.037,93.193,-35.096,2.240
23,0.152,55.351,25.161,130.292,54.127,95.571,-114.057,3.038
24,0.128,57.226,46.788,86.000,53.979,95.720,-23.051,2.531
25,0.162,79.448,48.667,105.933,55.886,97.652,107.879,3.228
26,0.130,84.394,64.255,95.952,55.886,97.875,23.629,2.596
27,0.160,58.690,53.123,88.667,55.168,100.327,9.019,3.160
28,0.125,58.646,36.110,126.667,55.217,100.674,-74.846,2.464
29,0.169,81.646,59.050,126.250,52.468,98.965,167.196,3.353
30,0.125,71.487,48.060,132.800,52.443,98.792,-105.154,2.464
31,0.155,87.777,76.994,117.333,48.306,103.771,-133.025,3.050
32,0.130,94.414,81.494,135.333,48.207,103.771,-42.647,2.560
33,0.167,82.586,63.453,104.280,65.968,104.563,-49.865,3.305
34,0.130,80.901,65.417,123.333,65.919,104.737,44.215,2.558
35,0.160,64.930,41.307,122.647,65.993,108.329,55.814,3.174
36,0.147,75.445,39.185,147.333,65.869,108.329,-36.674,2.903
