 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.118,85.964,57.000,94.787,65.771,67.102,37.626,2.645
2,0.107,96.304,76.843,119.667,65.836,67.276,-47.936,2.410
3,0.149,75.769,36.545,96.333,46.022,69.589,-3.715,3.368
4,0.122,91.814,74.921,131.000,46.087,69.720,-91.818,2.751
5,0.147,85.594,51.220,125.000,37.446,77.074,-35.362,3.318
6,0.116,89.406,73.528,120.000,37.271,77.074,55.784,2.639
7,0.150,76.940,64.638,109.667,52.983,83.053,-29.197,3.400
8,0.114,81.690,70.201,139.000,52.896,83.293,59.534,2.582
9,0.139,87.575,66.519,148.333,50.299,84.363,-42.166,3.121
10,0.105,89.381,67.111,143.132,50.495,84.363,48.013,2.349
11,0.137,90.950,84.174,104.265,47.157,96.583,67.751,3.112
12,0.128,95.737,77.682,148.667,47.069,96.714,-23.085,2.894
