 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.167,92.754,70.333,125.561,111.359,66.000,-36.304,3.157
2,0.116,100.257,81.944,128.667,111.307,66.052,53.673,2.191
3,0.197,103.813,72.945,166.468,115.721,65.195,-32.593,3.760
4,0.111,99.414,86.096,116.333,115.747,65.065,57.095,2.103
5,0.208,102.890,63.732,119.816,115.825,73.400,-16.049,3.944
6,0.121,109.120,95.174,143.667,115.747,73.452,76.908,2.292
7,0.205,83.882,49.886,98.856,125.224,77.814,-35.181,3.875
8,0.113,90.666,73.000,109.333,125.016,77.658,52.853,2.150
9,0.191,75.789,51.307,127.518,108.581,79.242,27.300,3.623
10,0.121,76.959,61.178,132.667,108.373,79.216,-57.031,2.290
11,0.202,79.700,41.333,109.226,111.281,80.825,-18.189,3.826
12,0.121,82.060,59.220,121.344,111.047,80.644,72.801,2.283
13,0.200,87.770,48.333,110.333,107.672,81.630,0.000,3.791
14,0.121,92.971,50.417,144.848,107.672,81.682,88.698,2.285
15,0.175,62.137,51.916,96.333,121.537,83.370,98.130,3.305
16,0.135,66.712,55.635,119.333,121.355,83.318,10.620,2.536
17,0.181,85.314,48.396,103.444,123.510,84.824,80.395,3.423
18,0.111,90.289,52.333,141.333,123.536,84.746,-8.531,2.100
19,0.175,94.406,36.000,132.295,121.667,86.953,-73.560,3.303
20,0.135,108.638,91.069,148.000,121.848,87.290,14.323,2.519
