 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.211,86.071,66.275,136.553,102.485,74.277,23.886,3.981
2,0.116,94.982,82.769,140.667,102.511,74.355,-63.435,2.209
3,0.200,99.079,57.398,121.847,101.159,83.584,-63.083,3.790
4,0.124,121.733,109.642,158.000,101.081,83.870,26.565,2.325
5,0.181,89.935,51.333,113.851,101.211,87.510,76.809,3.418
6,0.138,102.238,82.920,127.333,101.237,87.380,-7.970,2.625
7,0.168,87.823,56.184,152.773,110.284,89.849,17.241,3.158
8,0.119,90.651,84.750,102.549,110.180,89.771,-65.225,2.233
9,0.184,80.742,40.741,107.514,111.870,87.250,99.462,3.479
10,0.124,90.576,54.000,135.333,111.636,87.536,19.654,2.319
11,0.165,87.669,54.333,105.833,113.716,85.534,84.289,3.135
12,0.124,94.247,72.503,123.667,113.664,85.482,-12.804,2.346
13,0.203,89.121,50.667,159.333,110.492,95.309,71.075,3.848
14,0.119,88.468,50.109,168.240,110.570,95.283,-17.592,2.236
15,0.162,95.066,53.156,117.327,113.040,95.959,-49.821,3.062
16,0.135,110.680,103.498,129.000,113.040,96.271,42.510,2.539
17,0.222,97.557,66.971,117.333,99.209,99.937,-41.987,4.197
18,0.119,102.771,64.703,126.667,99.313,100.171,42.184,2.245
19,0.187,95.356,65.528,117.653,124.020,99.746,-87.765,3.556
20,0.132,106.275,91.009,143.694,123.855,99.841,1.580,2.514
