 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.163,72.197,40.725,96.000,32.831,70.324,13.548,3.720
2,0.118,80.745,64.061,164.333,32.722,70.738,-74.827,2.664
3,0.148,73.860,35.909,152.081,29.389,80.542,116.896,3.371
4,0.114,77.449,60.055,95.667,29.389,80.433,30.466,2.578
5,0.192,71.046,42.465,96.507,31.960,81.021,-80.256,4.377
6,0.104,75.864,42.346,89.951,32.090,81.522,8.584,2.335
7,0.184,85.002,45.333,136.092,30.348,83.875,-40.342,4.173
8,0.108,80.339,57.131,96.940,30.260,84.049,51.499,2.450
9,0.173,74.814,50.059,106.667,34.835,80.999,-50.845,3.933
10,0.122,79.384,56.073,100.667,34.792,80.956,44.356,2.742
11,0.159,82.517,62.900,102.667,31.480,88.777,76.799,3.625
12,0.114,80.364,69.562,129.000,31.350,88.777,-14.744,2.568
13,0.184,84.032,74.365,100.525,42.787,84.594,29.228,4.194
14,0.131,88.868,71.333,135.667,42.678,84.659,-62.676,2.943
15,0.173,78.093,60.770,122.333,44.247,92.197,30.854,3.908
16,0.123,86.404,72.570,139.000,44.421,92.328,-61.032,2.789
17,0.148,121.422,77.758,179.667,34.204,95.356,55.069,3.348
18,0.120,123.970,107.044,142.669,34.073,95.574,-32.400,2.683
19,0.150,98.812,74.333,141.436,32.940,98.973,55.905,3.420
20,0.106,97.142,89.000,134.000,32.940,98.995,-33.111,2.393
21,0.171,88.105,46.998,99.668,41.328,99.234,39.560,3.900
22,0.118,95.528,81.602,147.000,41.240,99.256,-52.374,2.641
