 ,Area,Mean,Min,Max,X,Y,Angle,Length
1,0.130,73.133,51.369,81.470,25.756,69.235,36.529,2.934
2,0.093,80.054,60.667,109.000,25.756,69.388,-50.964,2.079
3,0.131,60.015,38.667,112.333,24.381,71.833,-97.651,2.951
4,0.093,66.871,42.787,118.556,24.272,71.920,-15.781,2.087
5,0.124,71.206,57.000,90.333,26.782,71.418,27.759,2.812
6,0.105,66.084,39.498,77.679,26.760,71.331,-63.435,2.343
7,0.139,72.491,38.333,117.667,26.083,73.884,-60.945,3.146
8,0.111,77.346,56.326,101.946,26.214,74.081,31.477,2.508
9,0.156,63.174,37.074,82.988,29.183,72.771,-5.641,3.553
10,0.112,76.958,50.000,96.667,29.314,72.815,-96.882,2.550
11,0.137,67.848,52.275,81.028,30.187,70.261,-13.841,3.102
12,0.101,79.204,51.333,111.055,30.230,70.370,-106.699,2.279
13,0.131,79.072,33.667,110.039,32.173,72.073,1.685,2.970
14,0.111,84.429,71.175,111.333,32.173,72.051,-85.986,2.494
15,0.156,73.888,42.246,92.273,35.491,72.946,-65.323,3.555
16,0.128,76.992,51.156,117.000,35.578,73.011,24.228,2.872
17,0.137,73.386,38.591,95.474,33.788,74.845,-22.249,3.113
18,0.097,80.693,66.464,91.000,33.570,74.823,66.501,2.190
19,0.145,72.165,31.667,95.111,35.731,76.700,3.053,3.279
20,0.103,89.496,78.333,112.667,35.884,76.765,-85.684,2.320
21,0.139,59.029,43.945,106.667,34.465,78.555,-20.462,3.122
22,0.097,59.147,36.006,73.000,34.203,78.686,70.115,2.182
23,0.122,95.450,50.667,115.550,34.552,81.065,-41.785,2.752
24,0.112,110.660,98.275,131.000,34.574,81.196,46.397,2.532
25,0.133,97.767,53.667,117.125,36.080,83.794,-104.237,3.017
26,0.109,110.126,98.938,133.333,35.927,83.794,-13.536,2.425
27,0.130,78.554,53.872,89.731,38.415,89.731,9.462,2.921
28,0.101,85.243,63.776,122.667,38.503,89.862,-76.759,2.287
29,0.151,101.503,81.308,123.667,40.249,91.673,-87.064,3.409
30,0.112,94.337,53.333,110.810,40.293,91.651,2.961,2.535
31,0.156,78.485,55.232,103.837,37.433,92.175,-49.014,3.528
32,0.109,77.416,53.667,112.667,37.390,92.197,37.073,2.462
33,0.149,67.603,58.910,77.717,42.563,90.757,-81.027,3.359
34,0.111,64.318,36.333,105.333,42.606,90.735,13.069,2.510
